t_rosbag_ns,stamp_sec,stamp_nanosec,frame_id,orientation_x,orientation_y,orientation_z,orientation_w,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
1778601192055658181,1778601192,55484599,livox_frame,0.0,0.0,0.0,1.0,-0.0048994701355695724,-0.0036260774359107018,-0.001723303459584713,-0.004298609681427479,0.0018713301979005337,0.9892910718917847
1778601192059734029,1778601192,59521385,livox_frame,0.0,0.0,0.0,1.0,-0.0027689412236213684,-0.0025608129799365997,-0.003853832371532917,-0.004786890931427479,-0.006917732302099466,0.9922207593917847
1778601192065710350,1778601192,65467352,livox_frame,0.0,0.0,0.0,1.0,-0.0048994701355695724,-0.008952399715781212,-0.002788567915558815,-0.008937281556427479,-0.006673591677099466,0.9814785718917847
1778601192069999673,1778601192,69825148,livox_frame,0.0,0.0,0.0,1.0,-0.003834204748272896,-0.006821870803833008,-0.002788567915558815,-0.003077906556427479,0.0013830489479005337,1.0085781812667847
1778601192075529966,1778601192,75318906,livox_frame,0.0,0.0,0.0,1.0,-0.011291056871414185,-0.0014955485239624977,-0.002788567915558815,-0.002833765931427479,0.007730705197900534,1.0036953687667847
1778601192079824593,1778601192,79619420,livox_frame,0.0,0.0,0.0,1.0,-0.014486849308013916,0.0006349813193082809,-0.003853832371532917,-0.002589625306427479,-0.0003259354270994663,0.9846524000167847
1778601192085670776,1778601192,85462551,livox_frame,0.0,0.0,0.0,1.0,-0.00916052795946598,0.0006349813193082809,-0.002788567915558815,-0.0003923597978428006,-0.014241950586438179,0.9695156812667847
1778601192089949143,1778601192,89748240,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,0.0006349813193082809,-0.003853832371532917,-0.0003923597978428006,-0.01912476308643818,0.9714688062667847
1778601192095685289,1778601192,95463478,livox_frame,0.0,0.0,0.0,1.0,0.0025573819875717163,-0.0014955485239624977,-0.004919096827507019,-0.004298609681427479,-0.012777106836438179,0.9807461500167847
1778601192099887823,1778601192,99675296,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,-0.008952399715781212,-0.002788567915558815,-0.010402125306427479,0.00016234582290053368,1.0036953687667847
1778601192105742489,1778601192,105462027,livox_frame,0.0,0.0,0.0,1.0,-0.00916052795946598,-0.005756606347858906,-0.003853832371532917,-0.003810328431427479,0.013345940038561821,1.0188320875167847
1778601192109937424,1778601192,109811637,livox_frame,0.0,0.0,0.0,1.0,-0.017682643607258797,0.0017002448439598083,-0.002788567915558815,-0.004054469056427479,0.006998283322900534,0.9956387281417847
1778601192115616375,1778601192,115488260,livox_frame,0.0,0.0,0.0,1.0,-0.013421585783362389,0.0006349813193082809,-0.002788567915558815,-0.0018572035478428006,-0.01643921621143818,0.9651211500167847
1778601192119868806,1778601192,119737544,livox_frame,0.0,0.0,0.0,1.0,-0.0027689412236213684,0.0006349813193082809,-0.003853832371532917,-0.0011247816728428006,-0.01985718496143818,0.9580410718917847
1778601192125655145,1778601192,125480315,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,-0.0014955485239624977,-0.003853832371532917,-0.0018572035478428006,-0.012777106836438179,0.9731777906417847
1778601192129847024,1778601192,129632118,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,-0.0036260774359107018,-0.003853832371532917,-0.006251734681427479,-0.009359138086438179,0.9890469312667847
1778601192135700371,1778601192,135465388,livox_frame,0.0,0.0,0.0,1.0,-0.003834204748272896,-0.004691341891884804,-0.002788567915558815,-0.006495875306427479,0.0004064864479005337,1.0041836500167847
1778601192139998893,1778601192,139742061,livox_frame,0.0,0.0,0.0,1.0,-0.013421585783362389,-0.004691341891884804,-0.002788567915558815,-0.004298609681427479,0.004068595822900534,1.0100430250167847
1778601192145661751,1778601192,145481776,livox_frame,0.0,0.0,0.0,1.0,-0.014486849308013916,0.004896039143204689,-0.003853832371532917,0.0003400620771571994,-0.0010583573020994663,0.9875820875167847
1778601192149865271,1778601192,149720996,livox_frame,0.0,0.0,0.0,1.0,-0.0059647336602211,0.0038307737559080124,-0.002788567915558815,-0.005275172181427479,-0.01985718496143818,0.9621914625167847
1778601192155689147,1778601192,155470953,livox_frame,0.0,0.0,0.0,1.0,-0.003834204748272896,-0.0025608129799365997,-0.002788567915558815,-0.002345484681427479,-0.014486091211438179,0.9768399000167847
1778601192159850284,1778601192,159640306,livox_frame,0.0,0.0,0.0,1.0,0.00042685121297836304,-0.0004302840679883957,-0.003853832371532917,-0.004054469056427479,-0.013265388086438179,0.9812344312667847
1778601192165650859,1778601192,165463696,livox_frame,0.0,0.0,0.0,1.0,0.00042685121297836304,-0.008952399715781212,-0.003853832371532917,-0.009669703431427479,0.0004064864479005337,0.9873379468917847
1778601192170063264,1778601192,169872285,livox_frame,0.0,0.0,0.0,1.0,-0.0059647336602211,-0.00788713525980711,-0.002788567915558815,-0.004298609681427479,-0.0017907791770994663,1.0093106031417847
1778601192175819201,1778601192,175493831,livox_frame,0.0,0.0,0.0,1.0,-0.010225791484117508,-0.005756606347858906,-0.002788567915558815,-0.004542750306427479,0.005045158322900534,1.0100430250167847
1778601192179944787,1778601192,179659841,livox_frame,0.0,0.0,0.0,1.0,-0.014486849308013916,0.0017002448439598083,-0.002788567915558815,-0.003566187806427479,-8.179480209946632e-05,0.9892910718917847
1778601192185747361,1778601192,185461202,livox_frame,0.0,0.0,0.0,1.0,-0.00916052795946598,0.0006349813193082809,-0.001723303459584713,9.592145215719938e-05,-0.013753669336438179,0.9739102125167847
1778601192189916286,1778601192,189726576,livox_frame,0.0,0.0,0.0,1.0,-0.0017036758363246918,0.002765510231256485,-0.003853832371532917,-0.0011247816728428006,-0.01790405996143818,0.9675625562667847
1778601192195877750,1778601192,195467661,livox_frame,0.0,0.0,0.0,1.0,0.003622647374868393,-0.0025608129799365997,-0.001723303459584713,-0.005031031556427479,-0.01619507558643818,0.9734219312667847
1778601192200085910,1778601192,199731978,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,-0.005756606347858906,-0.002788567915558815,-0.007472437806427479,-0.003988044802099466,0.9993008375167847
1778601192205719393,1778601192,205481174,livox_frame,0.0,0.0,0.0,1.0,-0.0059647336602211,-0.006821870803833008,-0.002788567915558815,-0.006740015931427479,0.011148674413561821,1.0166348218917847
1778601192210003754,1778601192,209809149,livox_frame,0.0,0.0,0.0,1.0,-0.01661737821996212,-0.0004302840679883957,-0.001723303459584713,-0.005519312806427479,0.009195549413561821,0.9968594312667847
1778601192215773139,1778601192,215482502,livox_frame,0.0,0.0,0.0,1.0,-0.013421585783362389,0.002765510231256485,-0.001723303459584713,0.0005842027021571994,-0.011800544336438179,0.9726895093917847
1778601192220016747,1778601192,219773785,livox_frame,0.0,0.0,0.0,1.0,-0.0070299990475177765,0.0017002448439598083,-0.003853832371532917,-0.002345484681427479,-0.01912476308643818,0.9626797437667847
1778601192226049276,1778601192,225588068,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,0.0006349813193082809,-0.003853832371532917,-0.0008806410478428006,-0.012532966211438179,0.9741543531417847
1778601192229955958,1778601192,229653344,livox_frame,0.0,0.0,0.0,1.0,0.00042685121297836304,-0.0036260774359107018,-0.003853832371532917,-0.005763453431427479,-0.006429451052099466,0.9848965406417847
1778601192235849685,1778601192,235473679,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,-0.00788713525980711,-0.002788567915558815,-0.005275172181427479,-0.0015466385520994663,1.0036953687667847
1778601192239946880,1778601192,239698190,livox_frame,0.0,0.0,0.0,1.0,-0.008095262572169304,-0.0036260774359107018,-0.002788567915558815,-0.004298609681427479,0.006998283322900534,1.0115078687667847
1778601192245768566,1778601192,245465118,livox_frame,0.0,0.0,0.0,1.0,-0.015552114695310593,-0.0004302840679883957,-0.002788567915558815,-0.003077906556427479,0.006021720822900534,0.9936856031417847
1778601192250147823,1778601192,249857266,livox_frame,0.0,0.0,0.0,1.0,-0.008095262572169304,0.007026568055152893,-0.001723303459584713,0.0018049058271571994,-0.01619507558643818,0.9636563062667847
1778601192255983742,1778601192,255620606,livox_frame,0.0,0.0,0.0,1.0,-0.0017036758363246918,-0.004691341891884804,-0.002788567915558815,-0.010157984681427479,-0.01863648183643818,0.9558438062667847
1778601192260023688,1778601192,259536370,livox_frame,0.0,0.0,0.0,1.0,-0.0048994701355695724,-0.0025608129799365997,-0.002788567915558815,0.0018049058271571994,-0.0032556229270994663,0.9941738843917847
1778601192265839168,1778601192,265466307,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,-0.004691341891884804,-0.003853832371532917,-0.008204859681427479,-0.011312263086438179,0.9858731031417847
1778601192270019786,1778601192,269781887,livox_frame,0.0,0.0,0.0,1.0,-0.003834204748272896,-0.008952399715781212,-0.003853832371532917,-0.007716578431427479,0.0023596114479005337,1.0029629468917847
1778601192275696112,1778601192,275468996,livox_frame,0.0,0.0,0.0,1.0,-0.011291056871414185,-0.006821870803833008,-0.003853832371532917,-0.002345484681427479,0.006021720822900534,1.0154141187667847
1778601192279966464,1778601192,279766866,livox_frame,0.0,0.0,0.0,1.0,-0.013421585783362389,0.0017002448439598083,-0.002788567915558815,-0.0008806410478428006,-8.179480209946632e-05,0.9983242750167847
1778601192285722680,1778601192,285462902,livox_frame,0.0,0.0,0.0,1.0,-0.011291056871414185,0.002765510231256485,-0.002788567915558815,-0.005275172181427479,-0.009359138086438179,0.9680508375167847
1778601192289924148,1778601192,289692576,livox_frame,0.0,0.0,0.0,1.0,-0.0027689412236213684,-0.0014955485239624977,-0.002788567915558815,-0.00014821917284280062,-0.01985718496143818,0.9670742750167847
1778601192295693167,1778601192,295462605,livox_frame,0.0,0.0,0.0,1.0,0.003622647374868393,0.0017002448439598083,-0.002788567915558815,-0.0011247816728428006,-0.01839234121143818,0.9724453687667847
1778601192299939628,1778601192,299742279,livox_frame,0.0,0.0,0.0,1.0,0.0025573819875717163,-0.005756606347858906,-0.003853832371532917,-0.010157984681427479,-0.007650154177099466,0.9878262281417847
1778601192305690017,1778601192,305478542,livox_frame,0.0,0.0,0.0,1.0,-0.0070299990475177765,-0.008952399715781212,-0.003853832371532917,-0.008937281556427479,0.009439690038561821,1.0159024000167847
1778601192309858702,1778601192,309662946,livox_frame,0.0,0.0,0.0,1.0,-0.013421585783362389,-0.0036260774359107018,-0.002788567915558815,-0.002833765931427479,0.008463127538561821,1.0110195875167847
1778601192315743715,1778601192,315490917,livox_frame,0.0,0.0,0.0,1.0,-0.014486849308013916,0.0017002448439598083,-0.003853832371532917,-0.0013689222978428006,-0.007650154177099466,0.9792813062667847
1778601192320006889,1778601192,319762619,livox_frame,0.0,0.0,0.0,1.0,-0.008095262572169304,0.0006349813193082809,-0.003853832371532917,-0.0013689222978428006,-0.02327515371143818,0.9555996656417847
1778601192325712478,1778601192,325482892,livox_frame,0.0,0.0,0.0,1.0,-0.0006384104490280151,-0.0014955485239624977,-0.002788567915558815,-0.0018572035478428006,-0.01668335683643818,0.9726895093917847
1778601192329894406,1778601192,329688270,livox_frame,0.0,0.0,0.0,1.0,0.00042685121297836304,-0.0014955485239624977,-0.002788567915558815,-0.005519312806427479,-0.007894294336438179,0.9826992750167847
1778601192335685984,1778601192,335458306,livox_frame,0.0,0.0,0.0,1.0,-0.0027689412236213684,-0.004691341891884804,-0.002788567915558815,-0.007716578431427479,-0.0020349198020994663,0.9956387281417847
1778601192339866687,1778601192,339685336,livox_frame,0.0,0.0,0.0,1.0,-0.008095262572169304,-0.005756606347858906,-0.001723303459584713,-0.005763453431427479,0.0023596114479005337,1.0076016187667847
1778601192345670449,1778601192,345461645,livox_frame,0.0,0.0,0.0,1.0,-0.011291056871414185,-0.0036260774359107018,-0.002788567915558815,-0.004054469056427479,0.0035803145729005337,0.9980801343917847
1778601192349992373,1778601192,349721687,livox_frame,0.0,0.0,0.0,1.0,-0.010225791484117508,0.005961302667856216,-0.002788567915558815,0.002293187193572521,-0.010823981836438179,0.9714688062667847
1778601192355713100,1778601192,355466979,livox_frame,0.0,0.0,0.0,1.0,-0.0017036758363246918,-0.0004302840679883957,-0.002788567915558815,-0.008693140931427479,-0.02181030996143818,0.9560879468917847
1778601192360078482,1778601192,359779062,livox_frame,0.0,0.0,0.0,1.0,-0.0027689412236213684,-0.0025608129799365997,-0.004919096827507019,0.0005842027021571994,-0.0032556229270994663,0.9917324781417847
1778601192365604400,1778601192,365312673,livox_frame,0.0,0.0,0.0,1.0,-0.0017036758363246918,-0.0004302840679883957,-0.002788567915558815,-0.006007594056427479,-0.010091559961438179,0.9866055250167847
